Project Name,Subtype,Current Status,Capacity MW,Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country,Province/State,District,,
Nam Pung Dam,Hydro,Operational,6,,Thailand,EGAT,,,, ,Thailand,Sakon Nakhon,Phu Phan,,
Nam Punglau,Hydro,Planned,8,,Thailand,Xayprajan Construction Co, Ltd.,,,, ,Laos,Bokeo,,
Nam Pungmalun,Hydro,Planned,4.5,,Laos,Xaysomboun Construction Tesasadtorn-Hydropower Company Laos,,,, ,Laos,Bokeo,Pha Oudom,,
Nam Ruay,Hydro,Under Construction,7,2018,Laos,Lao Relationship Ltd Laos,,,, ,Laos,Xiangkhoang,Nonghed,,
Nam Rung Torn Lur,Hydro,Planned,5,,Thailand,Pantamit Patana Construction and Transport Company Ltd Thailand,,,, ,Laos,Xaignabouri,Xayabury,,
Nam Sam,Hydro,Planned,94,,Thailand,Phongsapthawi Construction and Transport Company Thailand,,,, ,Laos,Houaphan,Xamneua,,
Nam Sam,Hydro,Planned,156,,Thailand,Phongsapthawi Construction and Transport Company Thailand,,,, ,Laos,Houaphan,Xamneua,,
Nam Sam Taklang,Hydro,Operational,5,2014,Thailand,Bamtongamtae Company, Ltd.,,,, ,Laos,Houaphan,,
Nam Sam 1,Hydro,Planned,7,,USA; United Kingdom,Intra Corp USA and ACAS UK,,,, ,Laos,Bolikhamxai,Viengthong,,
Nam Sami,Hydro,Planned,5,,Thailand,Simsalud Advising Company Ltd Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam San 3A,Hydro,Operational,69,2016,Malaysia; Laos,Padaeng Industry PCL EDLLaos, Rohas Euco Industries Berhad Malaysia,,,Thailand,Phongsapthawi Construction,Laos,Xiangkhoang,,
Nam San 3B,Hydro,Operational,45,2015,Malaysia; Laos,Padaeng Industry PCL EDLLaos, Rohas Euco Industries Berhad Malaysia,,,, ,Laos,Xiangkhoang,,
Nam Sana,Hydro,Operational,14,2015,Laos,EDL Laos,,,Thailand,Nawarat Patanakarn Pcl Thailand,Laos,Vientiane,Kasy,,
Nam Sana Tornlum,Hydro,Planned,5,,Thailand,Tasi Rungruengsab Construction and Transport Company Ltd Thailand,,,, ,Laos,Vientiane,Kasy,,
Nam Sanam,Hydro,Planned,1,,Laos,Phusi Luang Phrabang Construction and Transport Company Ltd Laos,,,, ,Laos,Louangphrabang,Louangphrabang,,
Nam Sanam,Hydro,Planned,15,,Thailand,Padthongtam Company Ltd Thailand,,,, ,Laos,Vientiane,Vangvieng,,
Nam Sang,Hydro,Planned,1.2,,Laos,EDL Laos,,,, ,Laos,Louangphrabang,Louangphrabang,,
Nam Satuay,Hydro,Under Construction,5,2015,Thailand,Xamaxay Construction and Bridges Company Thailand,,,, ,Laos,Champasak,Paksong,,
Nam Sayay,Hydro,Planned,2.5,,Thailand,Patang Longngarn Company Ltd Thailand,,,, ,Laos,Vientiane prefecture,Sisattanak,,
Nam Ser,Hydro,Planned,53,,Thailand,Phongsak Thailand,,,, ,Laos,Xekong,Lamarm,,
Nam Seuang 1,Hydro,Planned,30,,China; Laos,China Sichuan Gurong Group Co, Ltd China/Chaleun Sekong Laos,,,, ,Laos,Louangphrabang,,
Nam Seuang 2,Hydro,Planned,108,,China; Laos,China Sichuan Gurong Group Co, Ltd China, Chaleun Sekong Laos,,,, ,Laos,,
Nam Seuang 3,Hydro,Planned,42,,China; Laos,China Sichuan Gurong Group Co, Ltd China, Chaleun Sekong Laos,,,, ,Laos,,
Nam Seuang 4,Hydro,Planned,47.1,,China; Laos,China Sichuan Gurong Group Co, Ltd China, Chaleun Sekong Laos,,,, ,Laos,,
Nam Seuang 5,Hydro,Planned,72,,China; Laos,China Sichuan Gurong Group Co, Ltd China, Chaleun Sekong Laos,,,, ,Laos,,
Nam Si Luong 1 Thuy dien Nam Si Luong 1,Hydro,Under Construction,30,2019,Vietnam,Cong ty Co phan thuy dien Nam Si Luong 1,Vietnam,Ngan hang Thuong mai co phan Đau tu va Phat trien Viet Nam Vietnam,, ,Vietnam,Lai Chau,Muong Te,,
Nam Si Luong 3 Thuy dien Nam Si Luong 3,Hydro,Under Construction,21,2020,Vietnam,Cong ty co phan Song Đa 705 Vietnam,Vietnam,Ngan hang Thuong mai co phan Đau tu va Phat trien Viet Nam Vietnam,, ,Vietnam,Lai Chau,Muong Te,,
Nam Si Luong 4 Thuy dien Nam Si Luong 4,Hydro,Under Construction,20,2020,Vietnam,Cong ty co phan Song Đa 705 Vietnam,Vietnam,Ngan hang Thuong mai co phan Đau tu va Phat trien Viet Nam Vietnam,, ,Vietnam,Lai Chau,Muong Te,,
Nam Sim,Hydro,Under Construction,9.36,2015,Norway,Energy Development AS Norway 75 PCT, ECI Laos 25 PCT,Norway,Norfund Norway,, ,Laos,Houaphan,,
Nam Song Diversion,Hydro,Operational,6,2012,Laos,EDL Laos,,,Japan,Ando Hazama Corporation Japan,Laos,Vientiane,Vangvieng,,
Nam Sorng Srong,Hydro,Planned,5,,Laos,Lao Ari Company Laos,,,, ,Laos,Xiangkhoang,Kham,,
Nam Srom,Hydro,Planned,5,,South Korea,DMD Development Company Ltd South Korea,,,, ,Laos,Xiangkhoang,Kham,,
Nam Sui,Hydro,Planned,15,,Thailand,Phongsapthawi Construction and Transport Ltd Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tae,Hydro,Planned,12,,Laos,Hydro Lao Laos,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tai,Hydro,Planned,7.5,,Thailand,Tavisai Construction Company Ltd Thailand,,,, ,Laos,Louang Namtha,Namtha,,
Nam Talan,Hydro,Planned,3,,Thailand,Xaypajan Construction Company Ltd Thailand,,,, ,Laos,Louang Namtha,Namtha,,
Nam Talui Wangtunamtao,Hydro,Planned,5,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tam,Hydro,Planned,5,,Thailand; Laos,PEA Encom 67 PCT Thailand, EDL 30 PCT Laos, Cobrie 3 PCT Thailand,,,, ,Laos,,
Nam Tam,Hydro,Planned,2.5,,Laos,Vientiane WERC Laos,,,, ,Laos,Vientiane,Vangvieng,,
Nam Tam,Hydro,Planned,1,,Thailand,Bamtong Antay Company,,,, ,Laos,Houaphan,Xamneua,,
Nam Tam 3A,Hydro,Planned,5,,Thailand,Bamsai Development Company, Ltd.,,,, ,Laos,Xiangkhoang,,
Nam Tam 3B,Hydro,Planned,5,,Thailand,Bamsai Development Company, Ltd.,,,, ,Laos,Xiangkhoang,,
Nam Tamnoi,Hydro,Planned,5,,Thailand,Suksimuang Company Ltd Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tang,Hydro,Planned,10,,Thailand,Leelakerd Company Thailand,,,, ,Laos,Louang Namtha,Namtha,,
Nam Tang,Hydro,Planned,5,,Thailand,Suksimuang Company Ltd Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tang,Hydro,Planned,1,,Thailand,Bamtong Antay Company,,,, ,Laos,Houaphan,Xamneua,,
Nam Tao,Hydro,Planned,5,,Thailand,SV Group Switzerland,  Daosavan Company Ltd Thailand,,,, ,Laos,Xiangkhoang,,
Nam Tao,Hydro,Under Construction,15,2017,Laos,Thongcharoen Company Laos,,,, ,Laos,Houaphan,Sopbao,,
Nam Tarm,Hydro,Planned,47,,Thailand,Tongpalert Construction Company Thailand,,,, ,Laos,Louangphrabang,Louangphrabang,,
Nam Teng,Hydro,Planned,15,,Hong Kong, China,VSA Company Ltd Hong Kong,,,, ,Laos,Bolikhamxai,,
Nam Ter,Hydro,Planned,5,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Ter,Hydro,Planned,12,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Terng,Hydro,Planned,5,,Thailand,Charoensab Company,,,, ,Laos,Bolikhamxai,Viengthong,,
Nam Tha 1,Hydro,Operational,168,2019,China; Laos,Nam Tha 1 Lao Power Co Ltd: China Southern Power Grid Co 75 PCT China, EDL 25 PCT Laos,China,China BFI China,China,Power Construction Corp,Laos,Bokeo,,
Nam Tha 2,Hydro,Planned,25,,Thailand,Ruamjaipatana Construction and Electricity Establishment Company Ltd Thailand,,,, ,Laos,Louang Namtha,Namtha,,
Nam Tha 2 Namtha Tadpuak,Hydro,Under Construction,14.8,2017,Thailand,Microhyro Power Ltd Thailand,,,, ,Laos,Champasak,Paksong,,
Nam Tha 3,Hydro,Operational,1.25,2011,Laos,EDL Laos,,,Laos,Communal Development, Construction and Electricity Company Ltd,Laos,Louang Namtha,,
Nam Tha Hat Mouk,Hydro,Planned,14,,,,,,, ,Laos,Bokeo,Pha Oudom,,
Nam The,Hydro,Planned,15,,,,,,, ,Laos,Phongsali,Phongsaly,,
Nam Theun 1,Hydro,Under Construction,670,2022,Thailand,Pongsak Group,China,China BFI,China,Power Construction Corp,Laos,Bolikhamxai,Pakkading,,
Nam Theun 2,Hydro,Operational,1075,2010,France; Thailand; Laos,EDF 35 PCT, EGCO 25 PCT, LHSE 25 PCT, ITD 15 PCT,World Bank Group; ADB,World Bank Group, ADB,France,,
Nam Theun 4,Hydro,Planned,80,,Laos,SSPT Lao Construction Design Laos,,,, ,Laos,Bolikhamxai,Khamkheuth,,
Nam Theun Kaeng Seuaten,Hydro,Planned,54,,Laos,EDL Laos,,,, ,Laos,Bolikhamxai,Khamkheuth,,
Nam Thien,Hydro,Operational,,2001,,,,,, ,Laos,Xaignabouri,Xayabury,,
Nam Tim,Hydro,Planned,9,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam To,Hydro,Planned,5,,Laos,Vientiane Automobile and SM Engineering Company Ltd Laos,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tong,Hydro,Planned,8.4,,Thailand,Wansomai Songserm Painting Company Thailand,,,, ,Laos,Louang Namtha,Namtha,,
Nam Tong,Hydro,Planned,5,,Thailand,Duangtavorn Construction Development Company Ltd Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Toong,Hydro,Under Construction,34,,Vietnam,Sa Pa Northern Electrical Development Vietnam,,,China,Zhejiang Hydropower Construction and Installation Co, Ltd China,Vietnam,Lao Cai,,
Nam Tow,Hydro,Planned,5,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tow,Hydro,Planned,12,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tow 4 Tornteng,Hydro,Planned,1,,Thailand,SVT Laos and Daosavan Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Toy,Hydro,Planned,15,,Thailand,Songmi Construction, Design, Hydropower and Transport Company Thailand,,,, ,Laos,,
Nam Trum,Hydro,Planned,0.01,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Trum Torn Lum,Hydro,Planned,5,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Tu Hsipaw,Hydro,Planned,100,,China,Natural Current Energy Hydropower Co, Ltd. China,,,, ,Myanmar,Shan,,
Nam Tum 1,Hydro,Planned,15,,Thailand,Thongcharoen Construction Development Company Thailand,,,, ,Laos,Phongsali,Phongsaly,,
Nam Tum 2,Hydro,Planned,15,,Thailand,Thongcharoen Construction Development Company Thailand,,,, ,Laos,Phongsali,Phongsaly,,
Nam Tum 3,Hydro,Planned,15,,Thailand,Thongcharoen Construction Development Company Thailand,,,, ,Laos,Phongsali,Phongsaly,,
Nam Tung,Hydro,Planned,12.5,,Thailand,Malinitacharoensai Construction Thailand,,,, ,Laos,Bolikhamxai,Pakkading,,
Nam Tung Torn Terng,Hydro,Planned,15,,Thailand,LBSS Company Thailand,,,, ,Laos,Bolikhamxai,Pakkading,,
Nam Turm,Hydro,Planned,5,,Thailand,Simsaluk Advising Company Ltd  Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Wang,Hydro,Planned,5,,Thailand,Pantaving Company Thailand,,,, ,Laos,Xiangkhoang,Kham,,
Nam Wang,Hydro,Planned,1,,Thailand,Bamtong Antay Company,,,, ,Laos,Houaphan,Xamneua,,
Nam Xa Thuy dien Nam Xa,Hydro,Operational,9.6,2015,Vietnam,CONG TY CO PHAN VA XAY DUNG LAM SON,,,, ,Vietnam,Son La,Muong La,,
Nam Xam 4,Hydro,Planned,100,,USA; Laos,Simon Consulting Co USA, Ltd, EDL 20 PCT stake Laos,,,, ,Laos,,
Nam Xan 1,Hydro,Planned,7,,Laos,Intra Group Laos,,,, ,Laos,Bolikhamxai,Viengthong,,
Nam Xaynoi,Hydro,Planned,14,,Thailand,Namsodsamlord Suemtaifahraynoi Thailand,,,, ,Laos,Bolikhamxai,Viengthong,,
Nam Xong,Hydro,Operational,6,,Laos,Government, Luangpaseuth Co Laos,,,, ,Laos,Vientiane prefecture,,
Nam Xuang,Hydro,Operational,,,,,,,, ,Laos,Vientiane prefecture,Naxaithong,,
Nam Yam,Hydro,Planned,5,,South Korea,DMD Company Ltd South Korea,,,, ,Laos,Louang Namtha,Namtha,,
Nam Yang,Hydro,Planned,5,,Thailand,Pongpad Construction Transport and Hydropower Company Ltd Thailand,,,, ,Laos,Xaignabouri,Xayabury,,
Nam Yerng,Hydro,Planned,15,,Thailand,Tamtum Thailand,,,, ,Laos,Xekong,Lamarm,,
Nam Yerng 5,Hydro,Planned,8,,Thailand,MP Thailand,,,, ,Laos,Xekong,Lamarm,,
Nam Yerng 7,Hydro,Planned,12,,Thailand,MP Thailand,,,, ,Laos,Xekong,Lamarm,,
Nam Yong,Hydro,Planned,9,,Thailand,Naktao 2010 Company Thailand,,,, ,Laos,Houaphan,Xamneua,,
Nam Yong,Hydro,Planned,5,,Thailand,Sukkasem Construction and Transport Company Ltd Thailand,,,, ,Laos,Bolikhamxai,Viengthong,,
Nam Yong 8,Hydro,Operational,60,2012,Norway; Thailand; Laos,EDL 60 PCT Laos, GMS Power 20 PCT Thailand, Statkraf 20 PCT Norway,,,, ,Laos,,
Namhtwan Upper,Hydro,Operational,3.2,2019,Myanmar,MOEP Myanmar,,,Switzerland,STUCKY SA Switzerland,Myanmar,Kachin,Putao,,
Namjae Tomlum 1,Hydro,Under Construction,15,2019,Laos,Right To Lao Laos,,,, ,Laos,Louang Namtha,Namtha,,
Namjae Tomlum 2,Hydro,Under Construction,7.5,2019,Laos,Right To Lao Laos,,,, ,Laos,Louang Namtha,Namtha,,
Namkha Nam Hka,Hydro,Planned,210,,China,China Southern Power Grid Yunnan International Co,,,, ,Myanmar,Shan,Lasho,,
Namnom 1,Hydro,Under Construction,7.3,2018,Thailand,Phongsapthawi and Chonlapathan Company Ltd Thailand,,,, ,Laos,Houaphan,Xamneua,,
Nampatay,Hydro,Under Construction,14,2016,Laos,DSK,,,, ,Laos,Champasak,Pathoomphone,,
Nampatay Lum,Hydro,Under Construction,3,2016,Thailand,Visahasuanbukkhon Songsermhattaka Thailand,,,, ,Laos,Houaphan,Xamneua,,
Namperm 1,Hydro,Under Construction,9.2,2017,Thailand,Phongsapthawi Construction Company Thailand, Devasatarn, Simsapatarn Ltd Thailand,,,, ,Laos,,
Namsay,Hydro,Planned,5,,Laos,Vientiane Tangmo Construction Ltd Laos,,,, ,Laos,Bolikhamxai,Viengthong,,
Namtabat 1 Nam Tabak I,Hydro,Planned,141,,China; Myanmar,China Guodian, Tun Thwin Mining,,,China; Myanmar,China Guodian China/Tun Thwin MiningMyanmar,Myanmar,Kachin,,
Namtabat 2 Nam Tabak II,Hydro,Planned,144,,China; Myanmar,China Guodian, Tun Thwin Mining,,,China; Myanmar,China Guodian China/Tun Thwin MiningMyanmar,Myanmar,Kachin,,
Nancho,Hydro,Operational,40,2010,China,Yunnan Machinery & Equipment Import & Export Co YMEC China,,,, ,Myanmar,Mandalay,Yamethin,,
Nansha dam,Hydro,Operational,150,2010,China,Honghe Guangyuan Development Co Ltd.；,China,,China,#2 Guangdong Water and Hydropower Bureau, Xiantou City Naiyuan Construction Co Litd, Dongguan City Changyuan Co Ltd,China,,
Naopha Naung Pha,Hydro,Planned,1200,,China; Myanmar,Power Construction Corporation China, International Group of Entrepreneurs Myanmar,,,China,HydroChina Corp.,Myanmar,Shan,,
Naresuan Dam,Hydro,Operational,8,,Thailand,EGAT Thailand,,,, ,Thailand,Phitsanulok,Phrom Phiram,,
Natcore nha may dien mat troi Natcore,Solar,Planned,200,2016,USA,Natcore Technology USA,,,, ,Vietnam,Binh Thuan,Phan Thiet,,
National Power Plant 11 Co, Ltd.,Biomass,Unknown,11,,Thailand,National Power Plant 11 Co, Ltd.,,,, ,Thailand,,
National Power Plant 2 Co, Ltd.,Biomass,Unknown,8,,Thailand,National Power Plant 2 Co, Ltd.,,,, ,Thailand,,
National Power Plant 3 Co, Ltd,Biomass,Unknown,41,,Thailand,National Power Plant 3 Co, Ltd,,,, ,Thailand,,
National Power Plant 5 Co, Ltd.,Biomass,Unknown,50,,Thailand,National Power Plant 5 Co, Ltd.,,,, ,Thailand,,
National Solar Park Project,Solar,Under Construction,100,2021,Cambodia,EdC,ADB,ADB,Cambodia,Prime Road Alternative,Cambodia,Kampong Chhnang,Kampong Chhnang,,
Ngan Tae,Gas,Operational,230,2014,Myanmar,Myanmar Lighting Myanmar,Thailand; Singapore,Siamgas and Petrochemicals Public Company Thailand; United Overseas Bank Singapore,Singapore,Asiatech Energy Singapore,Myanmar,Mon,Mawlamyine,,
Ngaphaipi,Hydro,Planned,30,,China,PowerChina International China,,,, ,Myanmar,Chin,Palam,,
Ngayokekaung,Coal,Planned,540,,Myanmar; Japan,A1 Group, Mitsubishi Corp.,,,, ,Myanmar,Ayeyarwady,,
Nghi Son 1 Nha may Nhiet dien Nghi Son 1,Coal,Operational,600,2014,Vietnam,EVN, Tap doan Đien luc Viet Nam Genco No 1,Japan,JICA,Japan,Marbeni Japan,Vietnam,Thanh Hoa,,
Nghi Son 2 Nha may Nhiet dien Nghi Son 2,Coal,Under Construction,1200,2022,Japan; South Korea,Marubeni Corporation Japan & Korea Electric Power Company South Korea Tap doan Đien luc Han Quoc va Tap doan Marubeni,South Korea; Japan; Singapore; Malaysia,Export-Import Bank of Korea Kexim; Japan Bank for International Cooperation JBIC; DBS Bank Singapore; Mizuho Japan; MUFG Japan; SMBC Japan; Shinsei Bank Japan; OCBC Singapore; Maybank Malaysia,, ,Vietnam,Thanh Hoa,Tinh Gia,,
Ngoi Hut 1,Hydro,Operational,8.4,2011,Vietnam,Song Hong Joint Stock Corporation,,,, ,Vietnam,Yen Bai,Van Yen,,
Ngoi Hut 2,Hydro,Operational,48,2014,Vietnam,Truong Thanh Investment Construction and Development JSC,,,, ,Vietnam,Yen Bai,Mu Cang Chai,,
Ngoi Phat,Hydro,Operational,72,2014,Vietnam,VINACONEX Vietnam; Northern Electricity development and investment JSC. No2,,,Vietnam,VINACONEX Vietnam,Vietnam,Lao Cai,Bat Xat,,
Ngoi Xan 1,Hydro,Operational,10.5,2007,Vietnam,Nam Tien Lao Cai JSC.,,,, ,Vietnam,Lao Cai,Bat Xat,,
Ngoi Xan 2,Hydro,Operational,8,2008,Vietnam,Nam Tien Lao Cai JSC.,,,, ,Vietnam,Lao Cai,Bat Xat,,
Nhi Ha Bitexco Nha may dien mat troi Nhi Ha Bitexco,Solar,Planned,50,2019,Vietnam,CT TNHH MTV Solar Power Ninh Thuan,,,, ,Vietnam,Ninh Thuan,Thuan Nam,,
Nhi Ha Thuan Nam 13 Nha may dien mat troi Nhi Ha Thuan Nam 13,Solar,Planned,50,2019,Vietnam,CT TNHH MTV Solar Power Ninh Thuan,,,, ,Vietnam,Ninh Thuan,Thuan Nam,,
Nho Que 1,Hydro,Under Construction,36,,Vietnam,Northern Electrical Development Vietnam,,,, ,Vietnam,Ha Giang,Meo Vac,,
Nho Que 2,Hydro,Operational,48,,,,,,, ,Vietnam,Ha Giang,Meo Vac,,
Nho Que 3,Hydro,Operational,110,,Vietnam,Bitexco Group,,,, ,Vietnam,Ha Giang,Meo Vac,,
Nhon Trach 1 Đien luc Dau khi Nhon Trach,Gas,Operational,450,2008,Vietnam,Can Tho Thermal Power Company CTTP,,,, ,Vietnam,Đong Nai,Nhon Trach,,
Nhon Trach 2 Đien luc Dau khi Nhon Trach,Gas,Operational,760,2011,Vietnam,Can Tho Thermal Power Company CTTP,,,, ,Vietnam,Đong Nai,Nhon Trach,,
Nhon Trach Formosa,Coal,Operational,150,2004,Taipei, Taiwan; Vietnam,Hung Nghiep Formosa Ha Tinh Steel Corporation Taiwan, Vietnam,,,, ,Vietnam,,
Nha may dien mat troi thon Vinh Nam, thon Vinh Đong,Solar,Planned,50,2019,Vietnam,Cty CP Nang Luong AMI Khanh Hoa,,,, ,Vietnam,Khanh Hoa,,
Nha may dien sinh khoi Doosan - KCN Minh Hung,Biomass,Operational,19,2015,South Korea,Doosan Corp,,,, ,Vietnam,Binh Phuoc,Chon Thanh,,
Ninh Binh Nha may nhiet dien Ninh Binh,Coal,Operational,100,1974,Vietnam,Cong ty Co phan Nhiet dien Ninh Binh, SPV subsidiary of Vietnam Electricity EVN,,,, ,Vietnam,Ninh Binh,,
Ninh Binh 2 Nha may nhiet dien Ninh Binh mo rong,Coal,Cancelled,330,2015,Vietnam,Cong ty Co phan Nhiet dien Ninh Binh, SPV subsidiary of Vietnam Electricity EVN,Japan,JICA,Japan,JICB,Vietnam,Ninh Binh,,
Noen Po Solar Power Plant,Solar,Operational,5.6,,Thailand,Gunkul Chubu Powergen Company Limited Thailand,,,, ,Thailand,Phichit,Sam Ngam,,
Nong Khae,Gas,Operational,126,2000,Thailand,EGCO Electricity Generating Public Company, Ltd.,,,, ,Thailand,Saraburi,,
Nong Khai 1 Solar Power Plant,Solar,Operational,7.4,2014,Thailand,Solar Power Nong Khai 1 Company Limited Thailand,,,, ,Thailand,Bueng Kan,Bung Khong Long,,
Nong Khai Solar Farm,Solar,Operational,6,,Thailand,SPCG Public Company Limited Thailand,,,, ,Thailand,Bueng Kan,Bung Khong Long,,
Nong On Solar Power Plant,Solar,Operational,8,,Thailand,SSE-PV9 Project Thailand,,,, ,Thailand,Suphan Buri,U Thong,,
Nong Saeng,Gas,Operational,1600,2014,Japan,Gulf JP NS owned by J-Power etc.,Japan; ADB,JBIC; ADB,, ,Thailand,Saraburi,Nong Saeng,,
Nong Seuam,Hydro,Operational,,,,,,,, ,Laos,Vientiane prefecture,Xaythany,,
Nong Son Nha may nhiet dien Nong Son,Coal,Operational,30,2014,Vietnam,Vinamomin Vietnam,,,, ,Vietnam,Quang Nam,Nong Son,,
Nongkrathum 4 Solar Power Plant,Solar,Operational,8,,Thailand,SSE-PV4 Project Thailand,,,, ,Thailand,Suphan Buri,Doembang Nangbua,,
Nongkrathum 5 Solar Power Plant,Solar,Operational,8,,Thailand,SSE-PV5 Project Thailand,,,, ,Thailand,Suphan Buri,Doembang Nangbua,,
Nongyasai Solar Power Plant,Solar,Operational,8,,Thailand,SSE-PV3 Project Thailand,,,, ,Thailand,Suphan Buri,Nong Ya Sai,,
North Bangkok Block 1-2,Gas,Operational,1552.3,2016,Thailand,EGAT Thailand,,,, ,Thailand,Nonthaburi,Bang Kruai,,
North Bangkok Power Station,Gas,Operational,704,2010,Thailand,Electric Generating Authority of Thailand,,,, ,Thailand,Nonthaburi,Bang Kruai,,
Nuoc Trong,Hydro,Operational,16.5,2012,Vietnam,Nuoc Trong Hydropower JSC,,,, ,Vietnam,Quang Ngai,Son Ha,,
Nuozhadu,Hydro,Operational,5850,2012,China,‎Huaneng Lancang Hydropower Co Ltd,China,,China,China Huaneng Group; PowerChina,China,Yunnan,Puer,,
O Chum II,Hydro,Operational,1,,,,,,, ,Cambodia,Ratanak Kiri,Ou Chum,,
O Mon 1 Nha May Nhiet Đien O Mon,Gas,Operational,660,2015,Vietnam,EVN GENCO 2 - Vietnam Electricity EVN,,,, ,Vietnam,Can Tho,O Mon,,
O Mon 2 Nha May Nhiet Đien O Mon,Gas,Planned,1050,2026,Vietnam; Japan,EVN, Vietracimex-Marubeni,Vietnam; Japan,EVN, Vietracimex, JICA,, ,,
O Mon 3 Nha May Nhiet Đien O Mon,Gas,Planned,1050,2022,Vietnam,EVN,,,, ,Vietnam,Can Tho,O Mon,,
O Mon 4 Nha May Nhiet Đien O Mon,Gas,Planned,1050,2023,Vietnam,EVN,Germany; ADB,ADB; KfWGermany,, ,Vietnam,Can Tho,O Mon,,
O Phlai I,Hydro,Planned,5,,,,,,, ,Cambodia,Ratanak Kiri,Ou Chum,,
O Phlai II,Hydro,Planned,4,,,,,,, ,Cambodia,Mondulkiri,Ou Reang,,
O Phlai III,Hydro,Planned,5,,,,,,, ,Cambodia,Mondulkiri,Ou Reang,,
O Phlai IV,Hydro,Planned,7,,,,,,, ,Cambodia,Mondulkiri,Pechr Chenda,,
O Sla,Hydro,Planned,2,,,,,,, ,Cambodia,Mondulkiri,Pechr Chenda,,
O Tourou Trav,Hydro,Planned,1,,,,,,, ,Cambodia,Kampot,Tuek Chhou,,
Oak Kan,Wind,Planned,50,,China,China Three Gorges China,,,, ,Myanmar,Yangon,Yangon-N,,
OASIS Factory Rooftop Installation He Thong Đien Mat Troi Ap Mai Tai Cong Ty TNHH May OASIS,Solar,Operational,0.23,2017,Vietnam,SolarESCO a Solar BK subsidiary Vietnam,Vietnam,Solar ESCO Vietnam corporate finance using IFC model,, ,Vietnam,Ho Chi Minh,Cu Chi,,
Odar Meanchey Coal Plant,Coal,Under Construction,265,2021,Cambodia; China,Han Seng Coal Mine Company, Electricite Du Cambodge, Guodian Kangneng,Cambodia,Han Seng Coal Mine,Cambodia; China,Han Seng Coal Mine Company, Guodian Kangneng Technology,,
Oromis-Oromleng,Hydro,Operational,0.37,2008,Japan,J-Power,,,, ,Cambodia,Mondulkiri,Saen Monourom,,
P.S. CH. Biogas Plant,Waste,Unknown,1,,Thailand,P.S. CH. Food Products Co Ltd.,,,, ,Thailand,Si Sa Ket,Khun Han,,
P.S. CH. Biogas Plant,Waste,Unknown,1,,Thailand,P.S. CH. Food Products Co Ltd.,,,, ,Thailand,Si Sa Ket,Khun Han,,
Pa Chien Thuy dien Pa Chien,Hydro,Operational,22,2013,Vietnam,Pa Chien Hydro Power JSC.,,,, ,Vietnam,Son La,Muong La,,
Pac Ma Thuy dien Pac Ma,Hydro,Operational,140,2020,Vietnam,Cong ty co phan thuy dien Pac Ma,,,Vietnam,Cong ty co phan Song Đa 4,Vietnam,Lai Chau,Muong Te,,
Pae Tin Wa,Hydro,Planned,30,,China,PowerChina International China,,,, ,Myanmar,Chin,Mindat,,
Pak Beng,Hydro,Planned,912,2025,China; Laos,China Datang Overseas 81 PCT, Lao Government 19 PCT,,,China; Laos,Datang Pak Beng Hydropower Co, Ltd.,Laos,,
Pak Chom,Hydro,Planned,1076,,Thailand,Thai Developer Thailand,,,, ,Laos,Vientiane prefecture,Sangthong,,
Pak Lay,Hydro,Planned,770,2029,China,CEIEC, POWERCHINA,China,China EXIM Bank China,China,Power Construction Corp China,Laos,Xaignabouri,,
Pak Mun Dam,Hydro,Operational,136,1993,Thailand,EGAT Thailand,World Bank Group,World Bank Group,, ,Thailand,Ubon Ratchathani,Khong Chiam,,
Pak Ngum,Hydro,Planned,70,,Laos,Vientiane Automation Laos,,,, ,Laos,Vientiane prefecture,Mayparkngum,,
Pak Phanang,Wind,Operational,10,2018,Thailand,BCPG PLC,,,, ,Thailand,Nakhon Si Thammarat,Pak Phanang,,
Pakthongchai  Solar Project,Solar,Unknown,9,,Thailand,Bangkhenchai Co, Ltd.,,,, ,Thailand,Nakhon Ratchasima,,
